"ADDR_ENG","MEMO_NO","REGISTRY_CODE","DELIVERY_DATE","v_region_id","v_str_region","v_str_mjdist","v_mjdist_code","v_str_dist","v_dist_code","v_str_lot_full","v_str_lot_ext_full","v_str_dd_full","v_str_estate","v_est_id","v_str_phase","v_phase_id","v_str_street_full","v_str_bldg_full","v_bldg_id","v_str_floor_full","v_str_floor_net","v_str_unit_full","v_str_unit_net","unit_id","v_has_carpark","v_has_roof","map_status","unparse_namestr","unit_num"
"G/F LOT NO.900 IN DD222 SAI KUNG NEW TERRITORIES","295993","SK","1997-10-2212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.900","","DD222","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"2/F & MAIN ROOF THEREOF OF BLOCK A LOT NO.96 IN DD230 SAI KUNG NEW TERRITORIES","295994","SK","1997-10-2212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.96","","DD230","","","","","","BLOCK A ","","2/F ","2","","","","0","1","No Estate Info","& MAIN ROOF THEREOF OF  IN   ","0"
"1/F S.A OF LOT NO.390 IN DD224 SAI KUNG NEW TERRITORIES","296245","SK","1997-10-2412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.390","S.A","DD224","","","","","","","","1/F ","1","","","","0","0","No Estate Info","OF  IN   ","0"
"2ND FLOOR & ROOF","296281","SK","1997-10-2412.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," & ROOF","0"
"2/F R.P. OF LOT NO.562 IN DD220 & LOT NO.563 IN DD220 SAI KUNG NEW TERRITORIES","296044","SK","1997-10-2212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.562,LOT NO.563","R.P.","DD220","","","","","","","","2/F ","2","","","","0","0","No Estate Info","OF  IN  &  IN   ","0"
"FLAT A ON 1/F S.A OF LOT NO.311 IN DD215 SAI KUNG NEW TERRITORIES","296288","SK","1997-10-2412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.311","S.A","DD215","","","","","","","","1/F ","1","FLAT A","A","","0","0","No Estate Info"," ON OF  IN   ","0"
"2/F & ROOF THE REMAINING PORTION OF LOT NO.359 IN DD227 SAI KUNG NEW TERRITORIES","296337","SK","1997-10-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.359","R.P.","DD227","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF THE OF  IN   ","0"
"G/F R.P. OF LOT NO.361 IN DD227 SAI KUNG NEW TERRITORIES","295836","SK","1997-10-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.361","R.P.","DD227","","","","","","","","G/F ","G","","","","0","0","No Estate Info","OF  IN   ","0"
"4/F NO.9 SHA TSUI PATH SAI KUNG NEW TERRITORIES","296401","SK","1997-10-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.9 SHA TSUI PATH ","","","4/F ","4","","","","0","0","No Estate Info","","0"
"1/F OF BLOCK B LOT NO.892 IN DD226 SAI KUNG NEW TERRITORIES","296420","SK","1997-10-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.892","","DD226","","","","","","BLOCK B ","","1/F ","1","","","","0","0","No Estate Info","OF  IN   ","0"
"1/F NO.27 MAN YEE FISHERMEN VILLAGE NO.140 HONG KIN ROAD SAI KUNG NEW TERRITORIES","295861","SK","1997-10-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.140 HONG KIN ROAD","","","1/F ","1","","","","0","0","No Estate Info","NO.27 MAN YEE FISHERMEN VILLAGE   ","0"
"1/F NO.11 TSENG LAN SHUE VILLAGE SAI KUNG NEW TERRITORIES","296342","SK","1997-10-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","","","","TSENG LAN SHUE VILLAGE","E01129","","","NO.11 TSENG LAN SHUE VILLAGE","5B TSENG LAN SHUE VILLAGE (DD226L 880 RP)","B000088049","1/F ","1","","","U002767081","0","0","Full Mapped - Floor","","1"
"2/F & ROOF LOT NO.668 IN DD230 SAI KUNG NEW TERRITORIES","296352","SK","1997-10-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.668","","DD230","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"G/F LOT NO.772 IN DD230 SAI KUNG NEW TERRITORIES","295885","SK","1997-10-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.772","","DD230","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"FOR ADDRESS, SEE MEMORIAL.","295916","SK","1997-10-2212.00.00","","","","","","","","","","","","","","","","","","","","","","0","0","No Estate Info","FOR ADDRESS, SEE MEMORIAL.","0"
"1/F LOT NO.145 IN DD210 SAI KUNG NEW TERRITORIES","296121","SK","1997-10-2312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.145","","DD210","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"2/F INCLUDING THE MAIN ROOF LOT NO.130 IN DD210 SAI KUNG NEW TERRITORIES","296143","SK","1997-10-2312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.130","","DD210","","","","","","","","2/F ","2","","","","0","1","No Estate Info","INCLUDING THE MAIN ROOF  IN   ","0"
"1/F OF HOUSE A LOT NO.1030 IN DD222 SAI KUNG NEW TERRITORIES","296144","SK","1997-10-2312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1030","","DD222","","","","","","HOUSE A ","","1/F ","1","","","","0","0","No Estate Info","OF  IN   ","0"
"1/F, LOT NO. 930 IN D.D. NO. 226, SAI KUNG, NEW TERRITORIES.","296433","SK","1997-10-2712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 930","","D.D. NO. 226","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN  .  ","0"
"G/F LOT NO.767 IN DD230 SAI KUNG NEW TERRITORIES","295938","SK","1997-10-2212.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.767","","DD230","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"1/F LOT NO.1201 IN DD253 SAI KUNG NEW TERRITORIES","296155","SK","1997-10-2312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1201","","DD253","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"2/F & ROOF LOT NO.890 IN DD214 SAI KUNG NEW TERRITORIES","296375","SK","1997-10-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.890","","DD214","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"1/F LOT NO.799 IN DD226 SAI KUNG NEW TERRITORIES","296389","SK","1997-10-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.799","","DD226","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"1/F LOT NO.787 IN DD216 SAI KUNG NEW TERRITORIES","296397","SK","1997-10-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.787","","DD216","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"2/F & ROOF LOT NO.748 IN DD227 SAI KUNG NEW TERRITORIES","294844","SK","1997-10-1412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.748","","DD227","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"GROUND FLOOR","294991","SK","1997-10-1512.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2ND FLOOR & ROOF","294994","SK","1997-10-1512.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," & ROOF","0"
"1/F LOT NO.609 IN DD238 SAI KUNG NEW TERRITORIES","295292","SK","1997-10-1612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.609","","DD238","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"2/F & ROOF THE REMAINING PORTION OF S.A OF LOT NO.1467 IN DD244 SAI KUNG NEW TERRITORIES","295177","SK","1997-10-1612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1467","R.P.S.A","DD244","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF THE OF OF  IN   ","0"
"2ND FLOOR & ROOF","295077","SK","1997-10-1512.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," & ROOF","0"
"G/F LOT NO.1147 IN DD253 SAI KUNG NEW TERRITORIES","295082","SK","1997-10-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1147","","DD253","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"1/F LOT NO.1147 IN DD253 SAI KUNG NEW TERRITORIES","295083","SK","1997-10-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1147","","DD253","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"1/F LOT NO. 544 IN D.D. NO. 210 SAI KUNG NEW TERRIOTIRES","295185","SK","1997-10-1612.00.00","20","","SAI KUNG","SK","","","LOT NO. 544","","D.D. NO. 210","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN  NEWTERRIOTIRES  ","0"
"FIRST FLOOR, LOT NO. 314 R.P. IN DD 238, SAI KUNG, NEW TERRITORIES.","293998","SK","1997-10-0812.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 314","R.P.","DD 238","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","  IN  .  ","0"
"G/F LOT NO.704 IN DD227 SAI KUNG NEW TERRITORIES","294209","SK","1997-10-0912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.704","","DD227","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"G/F LOT NO.1439 IN DD222 SAI KUNG NEW TERRITORIES","294379","SK","1997-10-1112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1439","","DD222","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"2/F AND ROOF LOT NO. 581 IN D.D. NO. 401 SAI KUNG NEW TERRITORIES","294394","SK","1997-10-1112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 581","","D.D. NO. 401","","","","","","","","2/F ","2","","","","0","1","No Estate Info","AND ROOF  IN   ","0"
"1/F LOT NO.1051 IN DD215 SAI KUNG NEW TERRITORIES","294332","SK","1997-10-0912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1051","","DD215","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"FLAT A ON G/F SS.3 OF S.A OF LOT NO.616 IN DD216 SAI KUNG NEW TERRITORIES","294348","SK","1997-10-0912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.616","SS.3 S.A","DD216","","","","","","","","G/F ","G","FLAT A","A","","0","0","No Estate Info"," ON OF OF  IN   ","0"
"2/F & ROOF LOT NO.883 IN DD214 SAI KUNG NEW TERRITORIES","294724","SK","1997-10-1312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.883","","DD214","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF  IN   ","0"
"G/F LOT NO.314 IN DD214 SAI KUNG NEW TERRITORIES","294759","SK","1997-10-1312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.314","","DD214","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"G/F LOT NO.314 IN DD214 SAI KUNG NEW TERRITORIES","294760","SK","1997-10-1312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.314","","DD214","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"FLAT B ON 1/F LOT NO.358 IN DD224 SAI KUNG NEW TERRITORIES","294470","SK","1997-10-1112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.358","","DD224","","","","","","","","1/F ","1","FLAT B","B","","0","0","No Estate Info"," ON  IN   ","0"
"FLAT B ON 1/F LOT NOS.1572, 1573 & 1574 IN DD244 SAI KUNG NEW TERRITORIES","294477","SK","1997-10-1112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NOS.1572","","DD244","","","","","1573 & ","","","1/F ","1","FLAT B","B","","0","0","No Estate Info"," ON 1574 IN   ","0"
"GROUND FLOOR","294492","SK","1997-10-1112.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"4/F NO.15 SHA TSUI PATH SAI KUNG NEW TERRITORIES","294674","SK","1997-10-1112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","","NO.15 SHA TSUI PATH ","","","4/F ","4","","","","0","0","No Estate Info","","0"
"1/F LOT NO.1012 IN DD215 SAI KUNG NEW TERRITORIES","294109","SK","1997-10-0912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1012","","DD215","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"FLAT B ON 1/F NO.24 SAI KUNG MAIN STREET SAI KUNG NEW TERRITORIES","294140","SK","1997-10-0912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","SAI KUNG MAIN STREET","E000009609","","","NO.24 SAI KUNG MAIN STREET","","","1/F ","1","FLAT B","B","","0","0","No Units"," ON ","0"
"GROUND FLOOR","297685","SK","1997-11-1412.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"G/F LOT NO.83 IN DD212 SAI KUNG NEW TERRITORIES","297687","SK","1997-11-1412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.83","","DD212","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"G/F LOT NO.318 IN DD215 SAI KUNG NEW TERRITORIES","297819","SK","1997-11-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.318","","DD215","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"G/F LOT NO.771 IN DD230 SAI KUNG NEW TERRITORIES","297826","SK","1997-11-1512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.771","","DD230","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"GROUND FLOOR","297931","SK","1997-11-1912.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"1ST FLOOR","297932","SK","1997-11-1912.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"2ND FLOOR & ROOF","297933","SK","1997-11-1912.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," & ROOF","0"
"1ST FLOOR","297934","SK","1997-11-1912.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"1ST FLOOR","297935","SK","1997-11-1912.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"2ND FLOOR & ROOF","297936","SK","1997-11-1912.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," & ROOF","0"
"2ND FLOOR & ROOF","297937","SK","1997-11-1912.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," & ROOF","0"
"G/F LOT NO.105 IN DD214 SAI KUNG NEW TERRITORIES","297598","SK","1997-11-1312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.105","","DD214","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"FLAT A ON G/F LOT NO.651 IN DD215 SAI KUNG NEW TERRITORIES","297700","SK","1997-11-1412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.651","","DD215","","","","","","","","G/F ","G","FLAT A","A","","0","0","No Estate Info"," ON  IN   ","0"
"G/F S.B OF LOT NO.80 IN DD253 SAI KUNG NEW TERRITORIES","297846","SK","1997-11-1712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.80","S.B","DD253","","","","","","","","G/F ","G","","","","0","0","No Estate Info","OF  IN   ","0"
"G/F LOT NO.733 IN DD230 SAI KUNG NEW TERRITORIES","297851","SK","1997-11-1712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.733","","DD230","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN   ","0"
"1/F LOT NO.271 IN DD223 SAI KUNG NEW TERRITORIES","297966","SK","1997-11-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.271","","DD223","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"2/F & ROOF AND THE BALCONY & CANOPY OF BLOCK C S.G OF LOT NO.506 IN DD216 SAI KUNG NEW TERRITORIES","297981","SK","1997-11-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.506","S.G","DD216","","","","","","BLOCK C ","","2/F ","2","","","","0","1","No Estate Info","& ROOF AND THE BALCONY & CANOPY OF OF  IN   ","0"
"2/F AND ROOF LOT NO.381 IN DD236 SAI KUNG NEW TERRITORIES","298069","SK","1997-11-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.381","","DD236","","","","","","","","2/F ","2","","","","0","1","No Estate Info","AND ROOF  IN   ","0"
"FIRST FLOOR LOT NO. 1690 S.A IN DD 244 SAI KUNG NEW TERRITORIES","298071","SK","1997-11-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 1690","S.A","DD 244","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","  IN   ","0"
"FLAT B ON G/F LOT NO.377 IN DD227 SAI KUNG NEW TERRITORIES","298001","SK","1997-11-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.377","","DD227","","","","","","","","G/F ","G","FLAT B","B","","0","0","No Estate Info"," ON  IN   ","0"
"2ND FLOOR & ROOF","298002","SK","1997-11-1912.00.00","","","","","","","","","","","","","","","","","2ND FLOOR","2","","","","0","1","No Estate Info"," & ROOF","0"
"HOUSE B LOT NO.275 IN DD252 SAI KUNG NEW TERRITORIES","298003","SK","1997-11-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.275","","DD252","","","","","","HOUSE B ","","","","","","","0","0","No Estate Info"," IN   ","0"
"2/F & ROOF S.A & R.P. OF LOT NO.356 IN DD227 SAI KUNG NEW TERRITORIES","298022","SK","1997-11-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.356","S.A R.P.","DD227","","","","","","","","2/F ","2","","","","0","1","No Estate Info","& ROOF & OF  IN   ","0"
"1/F AND THE BALCONY APPERTAINING THERETO LOT NO.1011 IN DD220 SAI KUNG NEW TERRITORIES","298034","SK","1997-11-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1011","","DD220","","","","","","","","1/F ","1","","","","0","0","No Estate Info","AND THE BALCONY APPERTAINING THERETO  IN   ","0"
"GROUND FLOOR","298038","SK","1997-11-1912.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"1/F & BALCONY LOT NO.1017 IN DD215 SAI KUNG NEW TERRITORIES","298042","SK","1997-11-1912.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1017","","DD215","","","","","","","","1/F ","1","","","","0","0","No Estate Info","& BALCONY  IN   ","0"
"2/F AND THE ROOF LOT NO.306 IN DD252 SAI KUNG NEW TERRITORIES","298053","SK","1997-11-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.306","","DD252","","","","","","","","2/F ","2","","","","0","1","No Estate Info","AND THE ROOF  IN   ","0"
"1/F LOT NO.918 IN DD226 SAI KUNG NEW TERRITORIES","298099","SK","1997-11-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.918","","DD226","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"FLAT B2 ON G/F LOT NOS.1454 AND 1455 IN DD244 SAI KUNG NEW TERRITORIES","298103","SK","1997-11-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NOS.1454 AND 1455","","DD244","","","","","","","","G/F ","G","FLAT B2","B2","","0","0","No Estate Info"," ON  IN   ","0"
"G/F R.P. OF LOT NO.363 IN DD227 SAI KUNG NEW TERRITORIES","298120","SK","1997-11-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.363","R.P.","DD227","","","","","","","","G/F ","G","","","","0","0","No Estate Info","OF  IN   ","0"
"1/F LOT NO.771 IN DD230 SAI KUNG NEW TERRITORIES","298170","SK","1997-11-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.771","","DD230","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"1ST FLOOR","298175","SK","1997-11-2112.00.00","","","","","","","","","","","","","","","","","1ST FLOOR","1","","","","0","0","No Estate Info","","0"
"G/F LOT NO.140 IN SD5 SAI KUNG NEW TERRITORIES","298156","SK","1997-11-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.140","","","","","","","5 ","","","G/F ","G","","","","0","0","No Estate Info"," IN SD","0"
"FLAT A ON 2/F & PORTION OF ROOF LOT NO.1468 IN DD244 SAI KUNG NEW TERRITORIES","298200","SK","1997-11-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.1468","","DD244","","","","","","","","2/F ","2","FLAT A","A","","0","1","No Estate Info"," ON & PORTION OF ROOF  IN   ","0"
"G/F SS.1 OF S.A OF LOT NO.716 IN DD249 SAI KUNG NEW TERRITORIES","298410","SK","1997-11-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.716","SS.1 S.A","DD249","","","","","","","","G/F ","G","","","","0","0","No Estate Info","OF OF  IN   ","0"
"1/F LOT NO.419 IN DD224 SAI KUNG NEW TERRITORIES","298411","SK","1997-11-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.419","","DD224","","","","","","","","1/F ","1","","","","0","0","No Estate Info"," IN   ","0"
"FLAT A ON G/F LOT NO.712 IN DD242 SAI KUNG NEW TERRITORIES","298691","SK","1997-11-2712.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.712","","DD242","","","","","","","","G/F ","G","FLAT A","A","","0","0","No Estate Info"," ON  IN   ","0"
"GROUND FLOOR","298202","SK","1997-11-2112.00.00","","","","","","","","","","","","","","","","","GROUND FLOOR","G","","","","0","0","No Estate Info","","0"
"2/F TOGETHER WITH THE CORRESPONDING ROOF THEREOF OF BLOCK B LOT NO.988 IN DD215 SAI KUNG NEW TERRITORIES","298217","SK","1997-11-2112.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO.988","","DD215","","","","","","BLOCK B ","","2/F ","2","","","","0","1","No Estate Info","TOGETHER WITH THE CORRESPONDING ROOF THEREOF OF  IN   ","0"
"G/F, LOT NO. 2051 IN D.D. NO. 244, SAI KUNG, NEW TERRITORIES.","298430","SK","1997-11-2512.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","LOT NO. 2051","","D.D. NO. 244","","","","","","","","G/F ","G","","","","0","0","No Estate Info"," IN  .  ","0"
